,school_name,school_id,num_sitters,average_300,grade,region_name,council_name,num_sitters_girls,num_sitters_boys,ratio_sitters_girls_boys,pct_passed,approx_marks_SD_300
4860,PATRICK,PS0703041,28,206.8214,B,Kilimanjaro,Moshi MC,11,17,0.6470588235294118,1.0,33.8732102377561
4861,RAU,PS0703019,87,182.3333,B,Kilimanjaro,Moshi MC,43,44,0.9772727272727273,0.9885057471264368,33.78444377473043
4862,SAMARIA,PS0703047,38,194.5263,B,Kilimanjaro,Moshi MC,26,12,2.1666666666666665,0.9736842105263158,43.268954603493995
4863,SHAURIMOYO,PS0703029,93,173.9677,C,Kilimanjaro,Moshi MC,46,47,0.9787234042553191,0.967741935483871,34.10671626787616
4864,SHIRIMATUNDA,PS0703020,115,176.8087,C,Kilimanjaro,Moshi MC,58,57,1.0175438596491229,0.9826086956521739,33.54166116975224
4865,SOKOINE,PS0703025,89,198.2247,B,Kilimanjaro,Moshi MC,41,48,0.8541666666666666,1.0,33.46311118229651
4866,SOWETO,PS0703044,89,180.4831,C,Kilimanjaro,Moshi MC,44,45,0.9777777777777777,0.9887640449438202,33.706761920147756
4867,ST LOUIS,PS0703045,78,223.2436,B,Kilimanjaro,Moshi MC,44,34,1.2941176470588236,0.9871794871794872,40.57299875704754
4868,STANNE,PS0703027,33,203.5152,B,Kilimanjaro,Moshi MC,17,16,1.0625,1.0,41.066477551798826
4869,UHURU,PS0703032,79,193.7342,B,Kilimanjaro,Moshi MC,35,44,0.7954545454545454,1.0,31.217905807499783
4870,VALLEY VIEW,PS0703036,41,226.9756,B,Kilimanjaro,Moshi MC,20,21,0.9523809523809523,1.0,31.011699975905834
4871,AMANI VUMWE,PS0704111,21,212.9048,B,Kilimanjaro,Mwanga,9,12,0.75,1.0,31.476307542466547
4872,BUTU,PS0704002,22,142.3182,C,Kilimanjaro,Mwanga,10,12,0.8333333333333334,0.8181818181818182,27.408751693966064
4873,BWAWANI,PS0704095,46,165.6522,C,Kilimanjaro,Mwanga,26,20,1.3,1.0,29.146676300510308
4874,CHANGALAVO,PS0704003,11,163.9091,C,Kilimanjaro,Mwanga,3,8,0.375,1.0,23.141676475196103
4875,CHANJALE,PS0704001,42,158.619,C,Kilimanjaro,Mwanga,21,21,1.0,0.9285714285714286,27.441961017569355
4876,CHIMBI,PS0704004,38,149.3158,C,Kilimanjaro,Mwanga,19,19,1.0,0.7894736842105263,38.93314107138301
4877,CHOMVU,PS0704005,32,164.5625,C,Kilimanjaro,Mwanga,14,18,0.7777777777777778,0.9375,30.407390137925354
4878,DR.OMARI,PS0704098,28,156.0714,C,Kilimanjaro,Mwanga,8,20,0.4,0.9285714285714286,30.904725218262765
4879,EMANGULAI,PS0704093,15,144.0,C,Kilimanjaro,Mwanga,7,8,0.875,0.8666666666666667,30.983866769659336
4880,FUMBUANG'OMBE,PS0704006,24,138.7083,C,Kilimanjaro,Mwanga,12,12,1.0,0.7083333333333334,34.55068740271313
4881,GREEN BIRD,PS0704110,40,245.95,A,Kilimanjaro,Mwanga,22,18,1.2222222222222223,0.975,36.36885633254777
4882,HANDENI,PS0704007,58,142.4828,C,Kilimanjaro,Mwanga,29,29,1.0,0.8275862068965517,30.071259007755792
4883,IBAYA,PS0704079,13,144.4615,C,Kilimanjaro,Mwanga,2,11,0.18181818181818182,1.0,0.0
4884,JIPE,PS0704008,12,161.5,C,Kilimanjaro,Mwanga,6,6,1.0,1.0,22.360679774997898
4885,KAGONGO,PS0704009,54,173.463,C,Kilimanjaro,Mwanga,28,26,1.0769230769230769,1.0,31.175876769588022
4886,KAILI,PS0704087,20,172.1,C,Kilimanjaro,Mwanga,14,6,2.3333333333333335,0.95,34.9857113690718
4887,KALIMANI,PS0704099,36,135.3611,C,Kilimanjaro,Mwanga,14,22,0.6363636363636364,0.6944444444444444,34.960294939005045
4888,KAMANI,PS0704097,32,125.375,C,Kilimanjaro,Mwanga,17,15,1.1333333333333333,0.65625,28.497532787944994
4889,KAMBI-YA-SIMBA,PS0704080,17,142.0,C,Kilimanjaro,Mwanga,8,9,0.8888888888888888,0.9411764705882353,14.117647058823529
4890,KAMWALA,PS0704077,13,149.4615,C,Kilimanjaro,Mwanga,7,6,1.1666666666666667,0.7692307692307693,36.92307692307692
4891,KARAMBACHA,PS0704010,27,153.3704,C,Kilimanjaro,Mwanga,13,14,0.9285714285714286,0.9259259259259259,23.094010767585033
4892,KASENI,PS0704011,19,162.3158,C,Kilimanjaro,Mwanga,7,12,0.5833333333333334,0.8421052631578947,38.41744755977823
4893,KATOLA,PS0704012,28,159.5714,C,Kilimanjaro,Mwanga,15,13,1.1538461538461537,0.8928571428571429,37.115374447904514
4894,KAUZENI,PS0704115,48,86.1667,D,Kilimanjaro,Mwanga,33,15,2.2,0.020833333333333332,12.27298965030922
4895,KAVAZUNGU,PS0704013,17,163.4706,C,Kilimanjaro,Mwanga,11,6,1.8333333333333333,0.8823529411764706,37.01678287659358
4896,KAWAWA,PS0704100,50,148.96,C,Kilimanjaro,Mwanga,18,32,0.5625,0.84,25.848791074245618
4897,KIFARU,PS0704014,57,151.4035,C,Kilimanjaro,Mwanga,21,36,0.5833333333333334,0.8771929824561403,31.718987733303923
4898,KIFULA,PS0704015,27,148.5185,C,Kilimanjaro,Mwanga,10,17,0.5882352941176471,0.8148148148148148,36.51483716701107
4899,KIGONIGONI,PS0704016,49,166.9388,C,Kilimanjaro,Mwanga,18,31,0.5806451612903226,0.9591836734693877,34.70535824449591
4900,KILAWENI,PS0704017,16,150.625,C,Kilimanjaro,Mwanga,7,9,0.7777777777777778,0.875,30.0
4901,KILEO,PS0704018,23,151.3478,C,Kilimanjaro,Mwanga,12,11,1.0909090909090908,0.9130434782608695,27.853247613994725
4902,KILOMENI,PS0704019,21,142.9048,C,Kilimanjaro,Mwanga,11,10,1.1,0.6666666666666666,36.58928135675914
4903,KINGONDI,PS0704020,19,104.3684,D,Kilimanjaro,Mwanga,5,14,0.35714285714285715,0.2631578947368421,38.183154071496574
4904,KIRIKI,PS0704021,15,152.3333,C,Kilimanjaro,Mwanga,8,7,1.1428571428571428,0.6666666666666666,48.98979485566356
4905,KIRONGWE,PS0704022,38,165.1053,C,Kilimanjaro,Mwanga,20,18,1.1111111111111112,0.868421052631579,44.66220166558887
4906,KIRURU,PS0704024,50,139.5,C,Kilimanjaro,Mwanga,23,27,0.8518518518518519,0.78,33.16865990660461
4907,KIRYA,PS0704023,25,131.64,C,Kilimanjaro,Mwanga,13,12,1.0833333333333333,0.64,36.07991130809498
4908,KISANGARA,PS0704025,30,177.5,C,Kilimanjaro,Mwanga,17,13,1.3076923076923077,0.9666666666666667,33.52610922848042
4909,KISANGARA-JUU,PS0704026,23,141.6522,C,Kilimanjaro,Mwanga,9,14,0.6428571428571429,0.7391304347826086,30.42235771223635
4910,KISANGIRO,PS0704027,19,166.6842,C,Kilimanjaro,Mwanga,13,6,2.1666666666666665,1.0,24.46094744973105
4911,KISANJUNI,PS0704028,21,152.8571,C,Kilimanjaro,Mwanga,10,11,0.9090909090909091,0.9047619047619048,31.558174334820745
4912,KISEKIBAHA,PS0704105,27,166.2963,C,Kilimanjaro,Mwanga,14,13,1.0769230769230769,0.9629629629629629,30.95197394929804
4913,KITI-CHA-MUNGU,PS0704029,46,154.6957,C,Kilimanjaro,Mwanga,25,21,1.1904761904761905,0.9347826086956522,29.629087021566644
4914,KITIVONI,PS0704030,19,180.3684,C,Kilimanjaro,Mwanga,11,8,1.375,1.0,40.629469709365715
4915,KITOGHOTO,PS0704088,10,140.8,C,Kilimanjaro,Mwanga,4,6,0.6666666666666666,0.7,36.0
4916,KITOPENI,PS0704081,17,113.4118,D,Kilimanjaro,Mwanga,8,9,0.8888888888888888,0.4117647058823529,29.529177407085022
4917,KITURI,PS0704031,28,128.8571,C,Kilimanjaro,Mwanga,15,13,1.1538461538461537,0.7142857142857143,30.531014675946444
4918,KIVERENGE,PS0704033,28,152.0714,C,Kilimanjaro,Mwanga,14,14,1.0,0.8928571428571429,29.923371522362018
4919,KIVINDU,PS0704032,49,159.4898,C,Kilimanjaro,Mwanga,29,20,1.45,0.9387755102040817,35.66857643439544
4920,KIVISINI,PS0704034,17,173.4706,C,Kilimanjaro,Mwanga,8,9,0.8888888888888888,0.8823529411764706,41.760563174820824
4921,KIVULINI,PS0704035,40,150.15,C,Kilimanjaro,Mwanga,23,17,1.3529411764705883,0.9,26.832815729997478
4922,KWAKIHINDI,PS0704082,19,130.4737,C,Kilimanjaro,Mwanga,9,10,0.9,0.6842105263157895,32.817804774989256
4923,KWAKOA,PS0704036,56,135.6607,C,Kilimanjaro,Mwanga,25,31,0.8064516129032258,0.6428571428571429,38.031941462783244
4924,KWAMAVUSHA,PS0704092,37,153.3784,C,Kilimanjaro,Mwanga,20,17,1.1764705882352942,0.8378378378378378,34.16968784708996
4925,KWAMSEMBEA,PS0704037,20,145.55,C,Kilimanjaro,Mwanga,9,11,0.8181818181818182,0.7,36.0
4926,KWANYANGE,PS0704113,18,126.8333,C,Kilimanjaro,Mwanga,9,9,1.0,0.6111111111111112,29.249881291307076
4927,LAMBO,PS0704039,28,139.5357,C,Kilimanjaro,Mwanga,14,14,1.0,0.75,34.817307448439834
4928,LANGA'TA,PS0704038,28,163.9286,C,Kilimanjaro,Mwanga,18,10,1.8,0.8928571428571429,38.031941462783244
4929,LEMBENI,PS0704040,30,164.3667,C,Kilimanjaro,Mwanga,18,12,1.5,1.0,24.0
4930,LOMWE,PS0704041,19,152.4737,C,Kilimanjaro,Mwanga,12,7,1.7142857142857142,0.8421052631578947,36.28144829392439
4931,LWAMI,PS0704042,10,171.4,C,Kilimanjaro,Mwanga,4,6,0.6666666666666666,1.0,30.0
4932,MAJENGO,PS0704096,41,168.0488,C,Kilimanjaro,Mwanga,25,16,1.5625,0.9512195121951219,31.112621890930686
4933,MAKANDENI,PS0704043,44,162.8182,C,Kilimanjaro,Mwanga,13,31,0.41935483870967744,0.9545454545454546,33.49527140289067
4934,MAMBA,PS0704044,33,160.2424,C,Kilimanjaro,Mwanga,19,14,1.3571428571428572,1.0,24.528613751330987
4935,MANAGUGU,PS0704045,29,139.4138,C,Kilimanjaro,Mwanga,15,14,1.0714285714285714,0.7586206896551724,31.784051370490797
4936,MANDAKA,PS0704108,23,165.6522,C,Kilimanjaro,Mwanga,16,7,2.2857142857142856,1.0,24.748259949143836
4937,MANGARA,PS0704046,36,173.7222,C,Kilimanjaro,Mwanga,14,22,0.6363636363636364,0.9166666666666666,38.38676014659832
4938,MANGATU,PS0704047,7,165.0,C,Kilimanjaro,Mwanga,4,3,1.3333333333333333,1.0,27.105237087157537
4939,MANGIO,PS0704048,20,145.8,C,Kilimanjaro,Mwanga,8,12,0.6666666666666666,0.85,26.153393661244042
4940,MARETI,PS0704049,21,155.2857,C,Kilimanjaro,Mwanga,10,11,0.9090909090909091,0.9047619047619048,33.56382892705923
4941,MASUMBENI,PS0704050,44,149.9545,C,Kilimanjaro,Mwanga,13,31,0.41935483870967744,0.8636363636363636,29.96899223977624
4942,MBAMBUA,PS0704051,27,147.4074,C,Kilimanjaro,Mwanga,13,14,0.9285714285714286,0.8888888888888888,30.469576001782414
4943,MBORE,PS0704052,31,143.6452,C,Kilimanjaro,Mwanga,9,22,0.4090909090909091,0.7741935483870968,35.26619449991341
4944,MCHENI,PS0704053,19,148.4211,C,Kilimanjaro,Mwanga,11,8,1.375,0.8421052631578947,33.717089216940984
4945,MFINGA,PS0704054,35,141.0571,C,Kilimanjaro,Mwanga,18,17,1.0588235294117647,0.7428571428571429,33.59300218674073
4946,MGAGAO,PS0704055,65,146.7231,C,Kilimanjaro,Mwanga,27,38,0.7105263157894737,0.8153846153846154,33.99129718065595
4947,MKOMBOZI,PS0704101,29,158.8621,C,Kilimanjaro,Mwanga,16,13,1.2307692307692308,0.896551724137931,31.24069421491345
4948,MKONGEA,PS0704103,26,160.6154,C,Kilimanjaro,Mwanga,14,12,1.1666666666666667,1.0,23.646809459906763
4949,MLEVO,PS0704056,29,128.6897,C,Kilimanjaro,Mwanga,19,10,1.9,0.5172413793103449,33.743806407517425
4950,MNOA,PS0704102,24,152.9583,C,Kilimanjaro,Mwanga,6,18,0.3333333333333333,0.9166666666666666,24.49489742783178
4951,MOMBEA,PS0704112,28,158.3571,C,Kilimanjaro,Mwanga,15,13,1.1538461538461537,0.8571428571428571,32.071349029490925
4952,MRAMBA,PS0704057,96,169.6042,C,Kilimanjaro,Mwanga,46,50,0.92,0.9375,35.61203153561049
4953,MRITI,PS0704058,27,138.7037,C,Kilimanjaro,Mwanga,16,11,1.4545454545454546,0.8888888888888888,25.7240820062005
4954,MRUMA,PS0704059,32,141.625,C,Kilimanjaro,Mwanga,15,17,0.8823529411764706,0.9375,18.275239396516806
4955,MSAFIRI,PS0704109,23,209.8261,B,Kilimanjaro,Mwanga,14,9,1.5555555555555556,1.0,35.31239868580411
4956,MSALENI,PS0704083,37,146.8108,C,Kilimanjaro,Mwanga,15,22,0.6818181818181818,0.7837837837837838,35.230639430919624
4957,MSANGENI,PS0704060,23,164.1304,C,Kilimanjaro,Mwanga,10,13,0.7692307692307693,0.9130434782608695,33.81256016560622
4958,MUUNGANO,PS0704107,35,141.0857,C,Kilimanjaro,Mwanga,20,15,1.3333333333333333,0.8571428571428571,28.47985324429054
4959,MWAI,PS0704084,21,141.5238,C,Kilimanjaro,Mwanga,11,10,1.1,0.7142857142857143,35.22522287410844
4960,MWANGA,PS0704061,57,167.4912,C,Kilimanjaro,Mwanga,28,29,0.9655172413793104,0.8947368421052632,40.087189044057276
4961,MWANGONDI,PS0704094,28,175.7857,C,Kilimanjaro,Mwanga,13,15,0.8666666666666667,0.9642857142857143,37.52502035207269
4962,MWERO,PS0704062,10,147.9,C,Kilimanjaro,Mwanga,5,5,1.0,0.7,42.0
4963,NDAMBWE,PS0704063,27,152.0741,C,Kilimanjaro,Mwanga,12,15,0.8,0.8518518518518519,32.65986323710904
4964,NDEA,PS0704085,30,94.4667,D,Kilimanjaro,Mwanga,12,18,0.6666666666666666,0.13333333333333333,20.396078054371138
4965,NDORWE,PS0704064,23,146.087,C,Kilimanjaro,Mwanga,12,11,1.0909090909090908,0.8260869565217391,32.99767993219178
4966,NGULU,PS0704065,27,137.1852,C,Kilimanjaro,Mwanga,13,14,0.9285714285714286,0.6296296296296297,35.832256659104665
4967,NJUWENI,PS0704106,20,158.8,C,Kilimanjaro,Mwanga,14,6,2.3333333333333335,0.95,28.61817604250837
4968,NYABINDA,PS0704066,79,141.1772,C,Kilimanjaro,Mwanga,34,45,0.7555555555555555,0.7341772151898734,35.83329451772794
4969,PROF MAGHEMBE,PS0704104,23,180.8261,B,Kilimanjaro,Mwanga,8,15,0.5333333333333333,1.0,29.743706741716643
4970,RAA,PS0704067,22,136.0455,C,Kilimanjaro,Mwanga,13,9,1.4444444444444444,0.6818181818181818,27.946229361707996
4971,RANGAA,PS0704068,20,145.1,C,Kilimanjaro,Mwanga,10,10,1.0,0.8,32.31098884280702
4972,RELI JUU,PS0704091,72,162.5833,C,Kilimanjaro,Mwanga,36,36,1.0,0.9305555555555556,33.499585403736305
4973,RURU,PS0704089,15,146.5333,C,Kilimanjaro,Mwanga,4,11,0.36363636363636365,0.8666666666666667,20.396078054371138
4974,SHIGHATI,PS0704090,9,145.8889,C,Kilimanjaro,Mwanga,5,4,1.25,0.6666666666666666,37.712361663282536
4975,SHIGHATINI,PS0704069,22,166.0909,C,Kilimanjaro,Mwanga,9,13,0.6923076923076923,0.9090909090909091,38.5694607919935
4976,SIMBOMU,PS0704070,30,137.2333,C,Kilimanjaro,Mwanga,13,17,0.7647058823529411,0.7333333333333333,32.49615361854384
4977,SOFFE,PS0704071,13,138.3077,C,Kilimanjaro,Mwanga,1,12,0.08333333333333333,0.6923076923076923,27.692307692307693
4978,SONGOA,PS0704072,21,123.3333,C,Kilimanjaro,Mwanga,10,11,0.9090909090909091,0.5238095238095238,34.992710611188265
4979,SUNGO,PS0704073,9,131.4444,C,Kilimanjaro,Mwanga,5,4,1.25,0.7777777777777778,24.94438257849294
4980,TESTIMONY,PS0704114,39,195.0769,B,Kilimanjaro,Mwanga,23,16,1.4375,1.0,34.49729858217097
4981,TOLOHA,PS0704074,46,128.2826,C,Kilimanjaro,Mwanga,19,27,0.7037037037037037,0.5652173913043478,34.212722735488704
4982,USANGI,PS0704075,26,145.6154,C,Kilimanjaro,Mwanga,13,13,1.0,0.8846153846153846,28.82306768491568
4983,VIZIWI-MWANGA,PS0704086,11,167.0,C,Kilimanjaro,Mwanga,6,5,1.2,1.0,17.24878723728207
4984,VUCHAMA,PS0704076,13,129.0,C,Kilimanjaro,Mwanga,3,10,0.3,0.5384615384615384,29.91111091572859
4985,AMRUSHU,PS0705001,24,161.0417,C,Kilimanjaro,Rombo,13,11,1.1818181818181819,1.0,24.36698586202241
4986,BARAKA,PS0705157,31,161.5161,C,Kilimanjaro,Rombo,15,16,0.9375,0.8387096774193549,42.31589246917829
4987,BOMA,PS0705125,33,187.697,B,Kilimanjaro,Rombo,17,16,1.0625,1.0,35.962993363229785
4988,BOONI,PS0705002,34,167.6471,C,Kilimanjaro,Rombo,13,21,0.6190476190476191,0.9411764705882353,35.68896779321768
4989,CHALA,PS0705135,25,130.84,C,Kilimanjaro,Rombo,10,15,0.6666666666666666,0.64,28.8
4990,ENDONETI,PS0705153,41,160.1951,C,Kilimanjaro,Rombo,22,19,1.1578947368421053,0.8780487804878049,38.756109073046225
4991,ERNICX,PS0705160,7,256.7143,A,Kilimanjaro,Rombo,5,2,2.5,1.0,20.908144590184985
4992,HAKWE,PS0705003,49,150.9796,C,Kilimanjaro,Rombo,20,29,0.6896551724137931,0.8979591836734694,34.21642050103098
4993,HITI,PS0705004,31,159.4839,C,Kilimanjaro,Rombo,13,18,0.7222222222222222,0.9032258064516129,30.233224551896726
4994,HOLILI,PS0705005,51,138.6275,C,Kilimanjaro,Rombo,22,29,0.7586206896551724,0.7254901960784313,35.05803394294433
4995,HOROMBO,PS0705126,35,129.3429,C,Kilimanjaro,Rombo,16,19,0.8421052631578947,0.6,38.19725521712848
4996,HURUMA,PS0705006,62,212.8226,B,Kilimanjaro,Rombo,40,22,1.8181818181818181,1.0,33.12909704111516
4997,IBUKONI,PS0705118,32,207.5938,B,Kilimanjaro,Rombo,15,17,0.8823529411764706,1.0,27.94797478232714
4998,IBURIENI,PS0705007,18,154.5556,C,Kilimanjaro,Rombo,6,12,0.5,0.8888888888888888,31.446603773522014
4999,IKUINI,PS0705008,31,165.7097,C,Kilimanjaro,Rombo,19,12,1.5833333333333333,0.9354838709677419,36.392356560478106
5000,ITEMBWENI,PS0705009,19,171.4211,C,Kilimanjaro,Rombo,10,9,1.1111111111111112,0.9473684210526315,34.88008742269661
5001,KAFUFUU,PS0705010,21,178.9048,C,Kilimanjaro,Rombo,7,14,0.5,1.0,29.965967090575763
5002,KAFUMBU,PS0705011,66,168.7424,C,Kilimanjaro,Rombo,32,34,0.9411764705882353,0.9393939393939394,35.40789471663717
5003,KAHE-USSERI,PS0705012,72,160.4722,C,Kilimanjaro,Rombo,33,39,0.8461538461538461,0.9166666666666666,36.35219852334532
5004,KAMWANGA,PS0705124,64,155.7344,C,Kilimanjaro,Rombo,27,37,0.7297297297297297,0.921875,26.89497803958947
5005,KASIRWA,PS0705013,80,135.725,C,Kilimanjaro,Rombo,41,39,1.0512820512820513,0.7,32.17141588429082
5006,KASTAMU,PS0705151,82,151.1341,C,Kilimanjaro,Rombo,44,38,1.1578947368421053,0.8536585365853658,33.121376481237874
5007,KATANGARA,PS0705016,25,153.88,C,Kilimanjaro,Rombo,12,13,0.9230769230769231,0.76,37.642529139259494
5008,KENI-ALENI,PS0705015,48,155.9167,C,Kilimanjaro,Rombo,12,36,0.3333333333333333,0.8958333333333334,30.99899191909311
5009,KENI-MENGENI,PS0705014,22,154.0455,C,Kilimanjaro,Rombo,11,11,1.0,1.0,20.590457550738407
5010,KENI-MRERE,PS0705017,41,153.2439,C,Kilimanjaro,Rombo,25,16,1.5625,0.926829268292683,29.04795108479884
5011,KERYO,PS0705018,38,156.7368,C,Kilimanjaro,Rombo,20,18,1.1111111111111112,0.868421052631579,34.77270875612406
5012,KIBAONI,PS0705019,70,148.2571,C,Kilimanjaro,Rombo,41,29,1.4137931034482758,0.8142857142857143,37.186003271200235
5013,KIBOSOU,PS0705020,24,156.4167,C,Kilimanjaro,Rombo,12,12,1.0,0.9583333333333334,21.065374432940896
5014,KIFUFUU,PS0705021,54,162.3333,C,Kilimanjaro,Rombo,25,29,0.8620689655172413,0.9444444444444444,30.711722135745006
5015,KIISHI,PS0705022,43,154.4419,C,Kilimanjaro,Rombo,19,24,0.7916666666666666,0.9534883720930233,25.270842245964882
5016,KIKELELWA,PS0705023,103,149.1165,C,Kilimanjaro,Rombo,48,55,0.8727272727272727,0.7669902912621359,39.0518776065148
5017,KILAWOI,PS0705025,95,132.0947,C,Kilimanjaro,Rombo,46,49,0.9387755102040817,0.6736842105263158,33.084128472527475
5018,KILESI,PS0705024,28,161.3571,C,Kilimanjaro,Rombo,13,15,0.8666666666666667,0.8928571428571429,36.048436802701545
5019,KILULINI,PS0705148,19,169.5789,C,Kilimanjaro,Rombo,10,9,1.1111111111111112,0.9473684210526315,31.261562957721047
5020,KIMANYATU,PS0705026,79,140.2785,C,Kilimanjaro,Rombo,40,39,1.0256410256410255,0.7088607594936709,39.091437711132414
5021,KIMWINGENI,PS0705027,26,170.3846,C,Kilimanjaro,Rombo,15,11,1.3636363636363635,0.9230769230769231,35.52647150386304
5022,KINGACHI,PS0705028,27,155.5556,C,Kilimanjaro,Rombo,12,15,0.8,0.9259259259259259,32.81071791162978
5023,KINYAULI,PS0705029,23,153.3478,C,Kilimanjaro,Rombo,11,12,0.9166666666666666,0.9130434782608695,27.853247613994725
5024,KIRACHI,PS0705030,36,147.75,C,Kilimanjaro,Rombo,15,21,0.7142857142857143,0.8055555555555556,32.78719262151
5025,KIRAENI,PS0705031,32,155.375,C,Kilimanjaro,Rombo,15,17,0.8823529411764706,0.96875,23.040385738958452
5026,KIRAI,PS0705128,32,152.4063,C,Kilimanjaro,Rombo,16,16,1.0,0.78125,43.71306406802026
5027,KIRARO,PS0705032,50,161.8,C,Kilimanjaro,Rombo,28,22,1.2727272727272727,0.9,37.10309960097674
5028,KIROKOMU,PS0705033,21,171.5714,C,Kilimanjaro,Rombo,10,11,0.9090909090909091,1.0,29.137254363387346
5029,KIRONGO-CHINI,PS0705034,30,166.9333,C,Kilimanjaro,Rombo,17,13,1.3076923076923077,0.9333333333333333,36.27671429443411
5030,KIRONGO-JUU,PS0705035,56,183.8214,B,Kilimanjaro,Rombo,30,26,1.1538461538461537,0.9642857142857143,40.49334239182072
5031,KIRUA-ROMBO,PS0705036,18,182.1111,B,Kilimanjaro,Rombo,10,8,1.25,1.0,30.0
5032,KIRUWENI,PS0705037,81,163.8272,C,Kilimanjaro,Rombo,32,49,0.6530612244897959,0.8888888888888888,38.33288602351293
5033,KISALE,PS0705038,42,181.5476,B,Kilimanjaro,Rombo,24,18,1.3333333333333333,1.0,37.32105690177203
5034,KISEENI,PS0705039,27,171.4815,C,Kilimanjaro,Rombo,14,13,1.0769230769230769,0.9629629629629629,30.95197394929804
5035,KITERO,PS0705040,33,156.9697,C,Kilimanjaro,Rombo,17,16,1.0625,0.7575757575757576,44.16348291451316
5036,KITIRIMA,PS0705041,70,145.0857,C,Kilimanjaro,Rombo,43,27,1.5925925925925926,0.8285714285714286,30.30570200440161
5037,KITONGORIA,PS0705042,64,148.1094,C,Kilimanjaro,Rombo,30,34,0.8823529411764706,0.765625,38.869523328052274
5038,KITUKUNI,PS0705120,43,142.8605,C,Kilimanjaro,Rombo,23,20,1.15,0.7906976744186046,37.09307884372885
5039,KIUNGU,PS0705043,32,146.4375,C,Kilimanjaro,Rombo,16,16,1.0,0.75,37.826701878435024
5040,KIUNGWE,PS0705044,37,167.9189,C,Kilimanjaro,Rombo,24,13,1.8461538461538463,1.0,31.83885018809912
5041,KIURA,PS0705045,86,128.3605,C,Kilimanjaro,Rombo,39,47,0.8297872340425532,0.5930232558139535,33.04944915998236
5042,KLASARA,PS0705129,44,149.0909,C,Kilimanjaro,Rombo,23,21,1.0952380952380953,0.8409090909090909,31.215063115253447
5043,KWAIKURU,PS0705046,25,187.36,B,Kilimanjaro,Rombo,12,13,0.9230769230769231,1.0,33.91640311117911
5044,KWAKTAU,PS0705047,30,151.0667,C,Kilimanjaro,Rombo,13,17,0.7647058823529411,0.8666666666666667,30.983866769659336
5045,KWALAMAHONDO,PS0705048,40,168.6,C,Kilimanjaro,Rombo,18,22,0.8181818181818182,0.975,31.407328339696456
5046,KWALAMTONGI,PS0705130,27,159.3333,C,Kilimanjaro,Rombo,11,16,0.6875,0.8888888888888888,32.356043952357865
5047,KWAMAKSAU,PS0705150,39,123.3077,C,Kilimanjaro,Rombo,19,20,0.95,0.5641025641025641,32.49032627991212
5048,KWAMBOKO,PS0705049,32,152.8125,C,Kilimanjaro,Rombo,23,9,2.5555555555555554,0.90625,27.99972098075265
5049,KWAMWERA,PS0705050,24,156.125,C,Kilimanjaro,Rombo,12,12,1.0,0.8333333333333334,34.64101615137755
5050,KWANAKUYA,PS0705051,42,148.3095,C,Kilimanjaro,Rombo,28,14,2.0,0.8809523809523809,29.277002188455995
5051,KWANDELE,PS0705052,53,168.7925,C,Kilimanjaro,Rombo,28,25,1.12,0.9433962264150944,39.3182665665166
5052,KWANGAO,PS0705053,37,184.8649,B,Kilimanjaro,Rombo,20,17,1.1764705882352942,1.0,32.97720675078475
5053,KWASONDO,PS0705054,25,151.32,C,Kilimanjaro,Rombo,8,17,0.47058823529411764,0.88,26.725268941584105
5054,LEKEMBERIA,PS0705131,34,160.7353,C,Kilimanjaro,Rombo,16,18,0.8888888888888888,0.9411764705882353,30.76869842499299
5055,LESOROMA,PS0705132,55,144.9273,C,Kilimanjaro,Rombo,27,28,0.9642857142857143,0.8181818181818182,30.8555686335948
5056,LOKORO,PS0705133,74,157.0676,C,Kilimanjaro,Rombo,32,42,0.7619047619047619,0.8918918918918919,33.19188122528146
5057,MACHAME-ALENI,PS0705055,29,168.2759,C,Kilimanjaro,Rombo,14,15,0.9333333333333333,0.9310344827586207,32.97388438036392
5058,MAHAA,PS0705056,36,180.3056,C,Kilimanjaro,Rombo,20,16,1.25,0.9722222222222222,32.78719262151
5059,MAHAHENI,PS0705057,30,163.1333,C,Kilimanjaro,Rombo,16,14,1.1428571428571428,0.8666666666666667,39.191835884530846
5060,MAHARO,PS0705058,45,174.4889,C,Kilimanjaro,Rombo,21,24,0.875,0.9777777777777777,34.134177868603075
5061,MAHOROSHA,PS0705059,19,142.1053,C,Kilimanjaro,Rombo,6,13,0.46153846153846156,0.8421052631578947,26.795625392332326
5062,MAKAENI,PS0705061,11,163.0909,C,Kilimanjaro,Rombo,6,5,1.2,1.0,28.862741575250084
5063,MALAMBURA,PS0705134,29,155.4828,C,Kilimanjaro,Rombo,12,17,0.7058823529411765,0.896551724137931,29.405524972865994
5064,MAMBA,PS0705062,65,160.4923,C,Kilimanjaro,Rombo,36,29,1.2413793103448276,0.9230769230769231,33.10231583453743
5065,MAMONJO,PS0705063,44,164.2727,C,Kilimanjaro,Rombo,16,28,0.5714285714285714,0.9772727272727273,28.959218974902683
5066,MANDA,PS0705064,23,165.0435,C,Kilimanjaro,Rombo,9,14,0.6428571428571429,0.9565217391304348,31.736152331990706
5067,MARIENI,PS0705136,87,154.023,C,Kilimanjaro,Rombo,48,39,1.2307692307692308,0.8390804597701149,35.75581074983647
5068,MASHATI,PS0705065,56,158.5893,C,Kilimanjaro,Rombo,29,27,1.0740740740740742,0.9464285714285714,28.749445424997297
