,school_name,school_id,num_students,average_300,grade,WASICHANA,WAVULANA,JUMLA,region_name,council_name
11527,MIPOTOPOTO,PS1606056,59.0,169.678,C,"[3, 14, 16, 2, 0]","[0, 5, 15, 4, 0]","[3, 19, 31, 6, 0]",Ruvuma,Nyasa
11528,MITOMONI,PS1606057,102.0,129.0196,C,"[0, 20, 17, 20, 0]","[0, 2, 10, 27, 6]","[0, 22, 27, 47, 6]",Ruvuma,Nyasa
11529,MITUMBITUMBI,PS1606098,24.0,157.75,C,"[0, 6, 2, 1, 0]","[0, 3, 6, 6, 0]","[0, 9, 8, 7, 0]",Ruvuma,Nyasa
11530,MKALI B,PS1606058,72.0,157.375,C,"[0, 8, 19, 9, 0]","[0, 12, 23, 1, 0]","[0, 20, 42, 10, 0]",Ruvuma,Nyasa
11531,MKALOLE,PS1606059,18.0,207.2778,B,"[0, 9, 0, 0, 0]","[0, 8, 1, 0, 0]","[0, 17, 1, 0, 0]",Ruvuma,Nyasa
11532,MKILI,PS1606060,71.0,197.1831,B,"[0, 25, 3, 3, 0]","[1, 35, 3, 1, 0]","[1, 60, 6, 4, 0]",Ruvuma,Nyasa
11533,MKURUSI,PS1606061,33.0,187.6364,B,"[0, 19, 4, 1, 0]","[0, 6, 3, 0, 0]","[0, 25, 7, 1, 0]",Ruvuma,Nyasa
11534,MPEPO,PS1606062,61.0,160.541,C,"[0, 29, 2, 4, 1]","[0, 4, 11, 9, 1]","[0, 33, 13, 13, 2]",Ruvuma,Nyasa
11535,MPOPOMA,PS1606063,40.0,121.575,C,"[0, 1, 12, 6, 0]","[0, 0, 6, 15, 0]","[0, 1, 18, 21, 0]",Ruvuma,Nyasa
11536,MSETO,PS1606064,43.0,112.093,D,"[0, 0, 6, 14, 0]","[0, 1, 8, 13, 1]","[0, 1, 14, 27, 1]",Ruvuma,Nyasa
11537,MSHIKAMANO,PS1606104,19.0,124.5263,C,"[0, 0, 7, 7, 0]","[0, 1, 2, 2, 0]","[0, 1, 9, 9, 0]",Ruvuma,Nyasa
11538,MTACHI,PS1606065,36.0,194.5833,B,"[0, 12, 2, 0, 0]","[1, 14, 5, 2, 0]","[1, 26, 7, 2, 0]",Ruvuma,Nyasa
11539,MTAZAMO,PS1606066,24.0,213.125,B,"[5, 10, 2, 0, 0]","[2, 3, 1, 1, 0]","[7, 13, 3, 1, 0]",Ruvuma,Nyasa
11540,MTENGULE,PS1606067,19.0,158.5789,C,"[0, 0, 7, 0, 0]","[0, 4, 7, 1, 0]","[0, 4, 14, 1, 0]",Ruvuma,Nyasa
11541,MTETEMA,PS1606068,25.0,118.04,D,"[0, 0, 6, 7, 0]","[0, 0, 6, 6, 0]","[0, 0, 12, 13, 0]",Ruvuma,Nyasa
11542,MTIPWILI,PS1606069,60.0,174.6333,C,"[0, 11, 9, 4, 0]","[0, 23, 7, 5, 1]","[0, 34, 16, 9, 1]",Ruvuma,Nyasa
11543,MTUPALE,PS1606070,31.0,167.3226,C,"[0, 2, 3, 7, 0]","[0, 16, 1, 2, 0]","[0, 18, 4, 9, 0]",Ruvuma,Nyasa
11544,MUUNGANO,PS1606071,50.0,142.88,C,"[0, 3, 16, 8, 0]","[0, 3, 15, 5, 0]","[0, 6, 31, 13, 0]",Ruvuma,Nyasa
11545,MWERAMPYA,PS1606072,12.0,177.0833,C,"[0, 3, 2, 0, 0]","[0, 4, 2, 1, 0]","[0, 7, 4, 1, 0]",Ruvuma,Nyasa
11546,MWONGOZO,PS1606073,67.0,185.5075,B,"[0, 13, 19, 2, 0]","[0, 29, 4, 0, 0]","[0, 42, 23, 2, 0]",Ruvuma,Nyasa
11547,NAIWANGA,PS1606105,39.0,120.0256,D,"[0, 0, 13, 6, 0]","[0, 0, 6, 13, 1]","[0, 0, 19, 19, 1]",Ruvuma,Nyasa
11548,NAMBILA,PS1606074,84.0,195.7738,B,"[0, 26, 10, 0, 0]","[0, 37, 9, 2, 0]","[0, 63, 19, 2, 0]",Ruvuma,Nyasa
11549,NANGOMBO,PS1606075,49.0,173.9388,C,"[0, 18, 4, 4, 1]","[0, 16, 3, 1, 2]","[0, 34, 7, 5, 3]",Ruvuma,Nyasa
11550,NDENGELE,PS1606076,67.0,159.7761,C,"[0, 15, 14, 6, 3]","[0, 9, 17, 3, 0]","[0, 24, 31, 9, 3]",Ruvuma,Nyasa
11551,NDESULE,PS1606077,56.0,175.6429,C,"[0, 17, 4, 3, 2]","[0, 16, 8, 5, 1]","[0, 33, 12, 8, 3]",Ruvuma,Nyasa
11552,NDINGINE,PS1606078,60.0,173.4167,C,"[3, 18, 4, 4, 0]","[2, 10, 8, 9, 2]","[5, 28, 12, 13, 2]",Ruvuma,Nyasa
11553,NDONDO,PS1606079,39.0,147.3077,C,"[0, 9, 10, 3, 0]","[0, 1, 9, 3, 4]","[0, 10, 19, 6, 4]",Ruvuma,Nyasa
11554,NDONGA,PS1606080,41.0,129.5122,C,"[0, 0, 15, 8, 0]","[0, 0, 11, 7, 0]","[0, 0, 26, 15, 0]",Ruvuma,Nyasa
11555,NDUMBI,PS1606081,85.0,150.2824,C,"[0, 13, 15, 14, 1]","[0, 9, 27, 6, 0]","[0, 22, 42, 20, 1]",Ruvuma,Nyasa
11556,NGEHE,PS1606083,53.0,170.2642,C,"[0, 15, 9, 1, 0]","[0, 4, 22, 2, 0]","[0, 19, 31, 3, 0]",Ruvuma,Nyasa
11557,NGINDO,PS1606084,68.0,170.5882,C,"[0, 16, 20, 5, 0]","[0, 13, 13, 1, 0]","[0, 29, 33, 6, 0]",Ruvuma,Nyasa
11558,NGINGAMA,PS1606085,66.0,153.1667,C,"[0, 20, 2, 6, 4]","[0, 11, 12, 10, 1]","[0, 31, 14, 16, 5]",Ruvuma,Nyasa
11559,NGOMBA,PS1606106,52.0,150.5769,C,"[0, 5, 18, 5, 0]","[0, 5, 12, 7, 0]","[0, 10, 30, 12, 0]",Ruvuma,Nyasa
11560,NG'OMBO,PS1606082,69.0,187.4638,B,"[1, 16, 17, 3, 0]","[1, 22, 7, 2, 0]","[2, 38, 24, 5, 0]",Ruvuma,Nyasa
11561,NJOMOLE,PS1606086,29.0,168.6897,C,"[0, 3, 14, 0, 0]","[0, 3, 8, 1, 0]","[0, 6, 22, 1, 0]",Ruvuma,Nyasa
11562,NKALACHI,PS1606087,61.0,146.5738,C,"[0, 10, 16, 0, 0]","[0, 2, 19, 14, 0]","[0, 12, 35, 14, 0]",Ruvuma,Nyasa
11563,PISI,PS1606088,19.0,126.6842,C,"[0, 0, 6, 4, 0]","[0, 0, 6, 3, 0]","[0, 0, 12, 7, 0]",Ruvuma,Nyasa
11564,PUNGA,PS1606089,17.0,141.6471,C,"[0, 0, 4, 3, 0]","[0, 3, 6, 1, 0]","[0, 3, 10, 4, 0]",Ruvuma,Nyasa
11565,PUULU,PS1606090,84.0,160.9762,C,"[0, 25, 14, 2, 0]","[0, 3, 29, 11, 0]","[0, 28, 43, 13, 0]",Ruvuma,Nyasa
11566,RUHUHU,PS1606100,67.0,151.9552,C,"[0, 14, 17, 3, 0]","[0, 5, 19, 9, 0]","[0, 19, 36, 12, 0]",Ruvuma,Nyasa
11567,SONGAMBELE,PS1606091,43.0,209.2093,B,"[3, 7, 4, 0, 0]","[4, 20, 3, 2, 0]","[7, 27, 7, 2, 0]",Ruvuma,Nyasa
11568,TINGI,PS1606092,75.0,167.1867,C,"[0, 22, 15, 4, 0]","[0, 5, 25, 4, 0]","[0, 27, 40, 8, 0]",Ruvuma,Nyasa
11569,TUMBI,PS1606093,74.0,188.0135,B,"[0, 19, 10, 2, 0]","[0, 34, 9, 0, 0]","[0, 53, 19, 2, 0]",Ruvuma,Nyasa
11570,UKULI,PS1606094,117.0,145.0085,C,"[0, 9, 43, 9, 0]","[1, 14, 16, 25, 0]","[1, 23, 59, 34, 0]",Ruvuma,Nyasa
11571,UNDU,PS1606095,47.0,176.4681,C,"[0, 14, 8, 4, 1]","[0, 14, 5, 1, 0]","[0, 28, 13, 5, 1]",Ruvuma,Nyasa
11572,UPOLO,PS1606096,52.0,186.0577,B,"[0, 23, 1, 2, 1]","[0, 18, 5, 2, 0]","[0, 41, 6, 4, 1]",Ruvuma,Nyasa
11573,ZAMBIA,PS1606097,64.0,180.0625,C,"[0, 14, 12, 2, 0]","[0, 21, 12, 3, 0]","[0, 35, 24, 5, 0]",Ruvuma,Nyasa
11574,ABOUD-JUMBE,PS1603001,61.0,125.1475,C,"[0, 1, 14, 25, 0]","[0, 5, 10, 6, 0]","[0, 6, 24, 31, 0]",Ruvuma,Songea
11575,AMKATWENDE,PS1603002,39.0,125.9487,C,"[0, 1, 10, 9, 2]","[0, 2, 8, 6, 1]","[0, 3, 18, 15, 3]",Ruvuma,Songea
11576,CHIPOLE,PS1603003,73.0,238.5616,B,"[7, 33, 0, 0, 0]","[28, 5, 0, 0, 0]","[35, 38, 0, 0, 0]",Ruvuma,Songea
11577,HUMBARO,PS1603004,67.0,127.3284,C,"[0, 0, 18, 10, 1]","[0, 4, 19, 13, 2]","[0, 4, 37, 23, 3]",Ruvuma,Songea
11578,KIBURUNGI,PS1603005,11.0,152.3636,C,"[0, 3, 4, 0, 0]","[0, 0, 2, 2, 0]","[0, 3, 6, 2, 0]",Ruvuma,Songea
11579,KIHEO,PS1603006,28.0,148.9643,C,"[0, 0, 15, 3, 0]","[0, 2, 7, 1, 0]","[0, 2, 22, 4, 0]",Ruvuma,Songea
11580,KIKUNJA,PS1603007,69.0,123.5797,C,"[0, 0, 16, 13, 0]","[0, 0, 23, 16, 1]","[0, 0, 39, 29, 1]",Ruvuma,Songea
11581,KILAGANO,PS1603008,120.0,117.9417,D,"[0, 4, 27, 29, 0]","[0, 0, 24, 36, 0]","[0, 4, 51, 65, 0]",Ruvuma,Songea
11582,KILAWALAWA,PS1603009,60.0,121.3,C,"[0, 3, 14, 13, 0]","[0, 2, 9, 18, 1]","[0, 5, 23, 31, 1]",Ruvuma,Songea
11583,KILIMANI,PS1603010,65.0,161.6308,C,"[0, 11, 28, 2, 0]","[0, 2, 20, 2, 0]","[0, 13, 48, 4, 0]",Ruvuma,Songea
11584,KITURO,PS1603011,34.0,151.0,C,"[0, 5, 9, 6, 0]","[0, 2, 10, 2, 0]","[0, 7, 19, 8, 0]",Ruvuma,Songea
11585,KIVUKONI,PS1603012,41.0,117.2195,D,"[0, 0, 14, 11, 0]","[0, 2, 1, 11, 2]","[0, 2, 15, 22, 2]",Ruvuma,Songea
11586,KIZUKA,PS1603013,101.0,131.8515,C,"[0, 4, 34, 23, 0]","[0, 4, 18, 17, 1]","[0, 8, 52, 40, 1]",Ruvuma,Songea
11587,LIGANGA,PS1603014,38.0,153.4474,C,"[0, 4, 17, 1, 1]","[0, 5, 7, 3, 0]","[0, 9, 24, 4, 1]",Ruvuma,Songea
11588,LIHANJE,PS1603015,55.0,139.4909,C,"[0, 3, 16, 3, 0]","[0, 1, 23, 9, 0]","[0, 4, 39, 12, 0]",Ruvuma,Songea
11589,LILAHI,PS1603016,98.0,100.6735,D,"[0, 0, 7, 37, 2]","[0, 3, 17, 28, 4]","[0, 3, 24, 65, 6]",Ruvuma,Songea
11590,LIPAYA,PS1603017,61.0,142.7049,C,"[0, 2, 20, 11, 1]","[0, 8, 13, 6, 0]","[0, 10, 33, 17, 1]",Ruvuma,Songea
11591,LIPOKELA,PS1603018,80.0,126.7625,C,"[0, 2, 22, 20, 0]","[0, 6, 16, 11, 3]","[0, 8, 38, 31, 3]",Ruvuma,Songea
11592,LITAPWASI,PS1603019,45.0,102.9556,D,"[0, 0, 6, 14, 3]","[0, 0, 8, 11, 3]","[0, 0, 14, 25, 6]",Ruvuma,Songea
11593,LITISHA,PS1603020,58.0,151.6207,C,"[0, 1, 21, 5, 0]","[0, 8, 17, 6, 0]","[0, 9, 38, 11, 0]",Ruvuma,Songea
11594,LITOWA,PS1603021,61.0,147.623,C,"[0, 2, 24, 11, 0]","[0, 14, 9, 1, 0]","[0, 16, 33, 12, 0]",Ruvuma,Songea
11595,LIULA,PS1603022,87.0,113.6667,D,"[0, 2, 16, 19, 0]","[0, 1, 11, 36, 2]","[0, 3, 27, 55, 2]",Ruvuma,Songea
11596,LIWETA,PS1603023,13.0,146.5385,C,"[0, 0, 2, 2, 0]","[0, 1, 7, 1, 0]","[0, 1, 9, 3, 0]",Ruvuma,Songea
11597,LUGAGARA,PS1603024,60.0,138.05,C,"[0, 8, 13, 3, 0]","[0, 3, 15, 17, 1]","[0, 11, 28, 20, 1]",Ruvuma,Songea
11598,LUNDUSI,PS1603025,76.0,138.6184,C,"[0, 4, 31, 6, 0]","[0, 4, 19, 12, 0]","[0, 8, 50, 18, 0]",Ruvuma,Songea
11599,LUNG'OO,PS1603026,83.0,103.1446,D,"[0, 0, 6, 26, 7]","[0, 1, 20, 23, 0]","[0, 1, 26, 49, 7]",Ruvuma,Songea
11600,LUSONGA,PS1603027,81.0,124.9753,C,"[0, 0, 21, 16, 0]","[0, 1, 21, 22, 0]","[0, 1, 42, 38, 0]",Ruvuma,Songea
11601,MAGAGURA,PS1603028,121.0,132.2066,C,"[0, 4, 37, 21, 0]","[0, 2, 37, 20, 0]","[0, 6, 74, 41, 0]",Ruvuma,Songea
11602,MAGIMA,PS1603029,88.0,129.0568,C,"[0, 0, 17, 17, 0]","[0, 6, 26, 20, 2]","[0, 6, 43, 37, 2]",Ruvuma,Songea
11603,MAGWAMILA,PS1603030,27.0,143.4815,C,"[0, 0, 9, 5, 1]","[0, 3, 9, 0, 0]","[0, 3, 18, 5, 1]",Ruvuma,Songea
11604,MAKAMBI,PS1603031,27.0,114.5926,D,"[0, 3, 4, 8, 1]","[0, 0, 3, 6, 2]","[0, 3, 7, 14, 3]",Ruvuma,Songea
11605,MAKWAYA,PS1603032,41.0,121.5854,C,"[0, 0, 12, 7, 0]","[0, 1, 9, 9, 3]","[0, 1, 21, 16, 3]",Ruvuma,Songea
11606,MAPINDUZI,PS1603033,117.0,161.6325,C,"[0, 6, 47, 6, 0]","[0, 23, 31, 4, 0]","[0, 29, 78, 10, 0]",Ruvuma,Songea
11607,MAPOSENI,PS1603034,56.0,166.4464,C,"[0, 9, 19, 1, 0]","[0, 12, 13, 2, 0]","[0, 21, 32, 3, 0]",Ruvuma,Songea
11608,MASANGU,PS1603035,28.0,162.25,C,"[0, 5, 6, 1, 0]","[0, 9, 2, 3, 2]","[0, 14, 8, 4, 2]",Ruvuma,Songea
11609,MATAMA,PS1603036,43.0,105.3721,D,"[0, 0, 8, 14, 0]","[0, 0, 5, 15, 1]","[0, 0, 13, 29, 1]",Ruvuma,Songea
11610,MATIMIRA,PS1603037,89.0,107.3034,D,"[0, 0, 15, 24, 0]","[0, 0, 15, 35, 0]","[0, 0, 30, 59, 0]",Ruvuma,Songea
11611,MATOMONDO,PS1603038,43.0,120.1628,D,"[0, 0, 8, 12, 0]","[0, 6, 4, 12, 1]","[0, 6, 12, 24, 1]",Ruvuma,Songea
11612,MBILO,PS1603039,39.0,107.7179,D,"[0, 0, 4, 14, 0]","[0, 0, 6, 15, 0]","[0, 0, 10, 29, 0]",Ruvuma,Songea
11613,MBINGAMHARULE,PS1603040,118.0,133.8983,C,"[0, 4, 29, 22, 2]","[0, 9, 30, 20, 2]","[0, 13, 59, 42, 4]",Ruvuma,Songea
11614,MBOLONGO,PS1603076,8.0,146.75,C,"[0, 1, 2, 1, 0]","[0, 0, 4, 0, 0]","[0, 1, 6, 1, 0]",Ruvuma,Songea
11615,MBWAMBWASI,PS1603041,28.0,146.8929,C,"[0, 1, 9, 0, 0]","[0, 3, 11, 3, 1]","[0, 4, 20, 3, 1]",Ruvuma,Songea
11616,MGAZINI,PS1603042,94.0,135.3404,C,"[0, 2, 35, 13, 0]","[0, 4, 23, 16, 1]","[0, 6, 58, 29, 1]",Ruvuma,Songea
11617,MGOWA,PS1603043,14.0,175.5714,C,"[0, 2, 4, 0, 0]","[0, 4, 4, 0, 0]","[0, 6, 8, 0, 0]",Ruvuma,Songea
11618,MHEPAI,PS1603044,61.0,130.1967,C,"[0, 2, 13, 12, 2]","[0, 2, 17, 13, 0]","[0, 4, 30, 25, 2]",Ruvuma,Songea
11619,MIPETA,PS1603045,63.0,96.3651,D,"[0, 0, 4, 24, 1]","[0, 0, 9, 22, 3]","[0, 0, 13, 46, 4]",Ruvuma,Songea
11620,MKURUMUSI,PS1603046,33.0,117.3939,D,"[0, 3, 4, 4, 0]","[0, 2, 7, 8, 5]","[0, 5, 11, 12, 5]",Ruvuma,Songea
11621,MLALE,PS1603047,21.0,151.381,C,"[0, 1, 11, 3, 0]","[0, 2, 4, 0, 0]","[0, 3, 15, 3, 0]",Ruvuma,Songea
11622,MNYONGA,PS1603048,21.0,141.619,C,"[0, 0, 8, 1, 0]","[0, 0, 7, 5, 0]","[0, 0, 15, 6, 0]",Ruvuma,Songea
11623,MOROGORO,PS1603049,38.0,146.4211,C,"[0, 5, 6, 3, 0]","[0, 2, 16, 6, 0]","[0, 7, 22, 9, 0]",Ruvuma,Songea
11624,MPANDANGINDO,PS1603050,64.0,120.9844,C,"[0, 0, 21, 15, 0]","[0, 1, 13, 14, 0]","[0, 1, 34, 29, 0]",Ruvuma,Songea
11625,MPANGULA,PS1603051,34.0,140.5294,C,"[0, 0, 16, 6, 0]","[0, 5, 5, 2, 0]","[0, 5, 21, 8, 0]",Ruvuma,Songea
11626,MPINGI,PS1603052,43.0,145.186,C,"[0, 1, 20, 1, 0]","[0, 0, 17, 4, 0]","[0, 1, 37, 5, 0]",Ruvuma,Songea
11627,MPITIMBI,PS1603053,81.0,129.4815,C,"[0, 0, 27, 12, 1]","[0, 4, 21, 16, 0]","[0, 4, 48, 28, 1]",Ruvuma,Songea
11628,MSHIKAMANO,PS1603054,20.0,198.35,B,"[0, 10, 2, 0, 0]","[0, 6, 2, 0, 0]","[0, 16, 4, 0, 0]",Ruvuma,Songea
11629,MUHUKURU,PS1603055,64.0,148.2813,C,"[0, 9, 19, 8, 1]","[0, 13, 4, 9, 1]","[0, 22, 23, 17, 2]",Ruvuma,Songea
11630,MUUNGANO,PS1603056,23.0,134.4348,C,"[0, 2, 6, 1, 0]","[0, 0, 7, 6, 1]","[0, 2, 13, 7, 1]",Ruvuma,Songea
11631,NAKAHEGWA,PS1603057,83.0,118.5301,D,"[0, 2, 27, 12, 1]","[0, 0, 12, 29, 0]","[0, 2, 39, 41, 1]",Ruvuma,Songea
11632,NAKAHUGA,PS1603058,63.0,145.9841,C,"[0, 1, 21, 3, 0]","[0, 3, 31, 4, 0]","[0, 4, 52, 7, 0]",Ruvuma,Songea
11633,NAKAWALE MUHUKURU,PS1603059,82.0,121.4878,C,"[0, 2, 10, 24, 1]","[0, 5, 20, 18, 2]","[0, 7, 30, 42, 3]",Ruvuma,Songea
11634,NAMAKINGA,PS1603060,24.0,197.1667,B,"[0, 10, 4, 0, 0]","[0, 6, 4, 0, 0]","[0, 16, 8, 0, 0]",Ruvuma,Songea
11635,NAMATUHI,PS1603061,61.0,126.7377,C,"[0, 2, 21, 10, 0]","[0, 0, 12, 15, 1]","[0, 2, 33, 25, 1]",Ruvuma,Songea
11636,NAMBENDO,PS1603062,73.0,109.1096,D,"[0, 1, 14, 32, 0]","[0, 0, 13, 13, 0]","[0, 1, 27, 45, 0]",Ruvuma,Songea
11637,NDIRIMA,PS1603063,49.0,130.1429,C,"[0, 4, 13, 10, 2]","[0, 5, 7, 7, 1]","[0, 9, 20, 17, 3]",Ruvuma,Songea
11638,NDONGOSI,PS1603064,61.0,111.918,D,"[0, 1, 16, 20, 0]","[0, 1, 10, 12, 1]","[0, 2, 26, 32, 1]",Ruvuma,Songea
11639,NGAHOKORA,PS1603065,85.0,126.3765,C,"[0, 0, 20, 23, 0]","[0, 3, 23, 15, 1]","[0, 3, 43, 38, 1]",Ruvuma,Songea
11640,PARANGU,PS1603066,59.0,145.6271,C,"[0, 1, 20, 3, 0]","[0, 4, 23, 8, 0]","[0, 5, 43, 11, 0]",Ruvuma,Songea
11641,PERAMIHO,PS1603067,80.0,193.875,B,"[2, 26, 10, 0, 0]","[1, 29, 12, 0, 0]","[3, 55, 22, 0, 0]",Ruvuma,Songea
11642,PUTIRE,PS1603068,43.0,159.1163,C,"[0, 11, 9, 2, 0]","[0, 2, 15, 4, 0]","[0, 13, 24, 6, 0]",Ruvuma,Songea
11643,SELEKANO,PS1603075,32.0,166.8125,C,"[0, 4, 13, 1, 0]","[0, 6, 7, 1, 0]","[0, 10, 20, 2, 0]",Ruvuma,Songea
11644,ULAMBONI,PS1603074,33.0,129.697,C,"[0, 0, 7, 9, 0]","[0, 1, 10, 6, 0]","[0, 1, 17, 15, 0]",Ruvuma,Songea
11645,UYAHUDINI,PS1603069,30.0,156.9,C,"[0, 4, 10, 3, 0]","[0, 3, 8, 1, 1]","[0, 7, 18, 4, 1]",Ruvuma,Songea
11646,ZOMBA,PS1603070,66.0,129.8788,C,"[0, 2, 16, 7, 0]","[0, 1, 25, 15, 0]","[0, 3, 41, 22, 0]",Ruvuma,Songea
11647,AMANI,PS1604040,118.0,153.3136,C,"[0, 11, 34, 5, 0]","[0, 13, 48, 6, 1]","[0, 24, 82, 11, 1]",Ruvuma,Songea MC
11648,BOMBAMBILI,PS1604001,125.0,170.544,C,"[0, 31, 35, 0, 0]","[0, 21, 33, 5, 0]","[0, 52, 68, 5, 0]",Ruvuma,Songea MC
11649,CHABRUMA,PS1604069,22.0,174.0909,C,"[0, 4, 8, 0, 0]","[0, 5, 5, 0, 0]","[0, 9, 13, 0, 0]",Ruvuma,Songea MC
11650,CHANDALUA,PS1604002,64.0,146.3438,C,"[0, 4, 22, 6, 0]","[0, 6, 19, 7, 0]","[0, 10, 41, 13, 0]",Ruvuma,Songea MC
11651,CHANDAMALI,PS1604039,98.0,155.6939,C,"[0, 9, 31, 2, 0]","[0, 11, 37, 8, 0]","[0, 20, 68, 10, 0]",Ruvuma,Songea MC
11652,CHANGARAWE,PS1604081,56.0,152.9464,C,"[0, 5, 26, 2, 0]","[0, 5, 15, 3, 0]","[0, 10, 41, 5, 0]",Ruvuma,Songea MC
11653,CHEMCHEM,PS1604003,58.0,138.5862,C,"[0, 3, 21, 11, 0]","[0, 3, 15, 5, 0]","[0, 6, 36, 16, 0]",Ruvuma,Songea MC
11654,DE PAUL,PS1604074,131.0,236.1756,B,"[31, 28, 7, 0, 0]","[30, 35, 0, 0, 0]","[61, 63, 7, 0, 0]",Ruvuma,Songea MC
11655,GOOD SHEPHERD MONTESSORI,PS1604089,22.0,236.1818,B,"[6, 6, 1, 0, 0]","[1, 8, 0, 0, 0]","[7, 14, 1, 0, 0]",Ruvuma,Songea MC
11656,GRACIOUS,PS1604082,32.0,234.75,B,"[8, 7, 2, 0, 0]","[6, 8, 1, 0, 0]","[14, 15, 3, 0, 0]",Ruvuma,Songea MC
11657,HUDUMA,PS1604004,159.0,157.8931,C,"[0, 18, 49, 9, 0]","[1, 24, 41, 16, 1]","[1, 42, 90, 25, 1]",Ruvuma,Songea MC
11658,JUHUDI,PS1604053,124.0,156.8952,C,"[0, 8, 49, 7, 0]","[0, 15, 35, 10, 0]","[0, 23, 84, 17, 0]",Ruvuma,Songea MC
11659,KAMBARAGE,PS1604046,99.0,168.303,C,"[1, 13, 35, 0, 0]","[1, 17, 28, 4, 0]","[2, 30, 63, 4, 0]",Ruvuma,Songea MC
11660,KAWAWA,PS1604041,52.0,188.1346,B,"[0, 12, 12, 0, 0]","[0, 22, 6, 0, 0]","[0, 34, 18, 0, 0]",Ruvuma,Songea MC
11661,KIBURANG'OMA,PS1604005,113.0,154.8761,C,"[0, 5, 59, 2, 0]","[0, 10, 29, 8, 0]","[0, 15, 88, 10, 0]",Ruvuma,Songea MC
11662,KIPELA,PS1604047,120.0,138.2167,C,"[0, 8, 40, 12, 1]","[0, 6, 33, 19, 1]","[0, 14, 73, 31, 2]",Ruvuma,Songea MC
11663,KISIWANI,PS1604054,72.0,149.1389,C,"[0, 3, 28, 1, 1]","[0, 6, 23, 10, 0]","[0, 9, 51, 11, 1]",Ruvuma,Songea MC
11664,LEGELE,PS1604060,46.0,170.4348,C,"[0, 5, 20, 1, 0]","[1, 8, 11, 0, 0]","[1, 13, 31, 1, 0]",Ruvuma,Songea MC
11665,LIHWENA,PS1604006,50.0,155.2,C,"[1, 5, 14, 2, 0]","[0, 8, 12, 8, 0]","[1, 13, 26, 10, 0]",Ruvuma,Songea MC
11666,LIKUYUFUSI,PS1604072,93.0,144.0,C,"[0, 2, 35, 7, 0]","[0, 8, 29, 12, 0]","[0, 10, 64, 19, 0]",Ruvuma,Songea MC
11667,LILAMBO,PS1604070,79.0,142.3924,C,"[0, 8, 27, 5, 0]","[0, 1, 23, 15, 0]","[0, 9, 50, 20, 0]",Ruvuma,Songea MC
11668,LIPUPUMA,PS1604085,52.0,169.5577,C,"[1, 6, 12, 0, 0]","[0, 14, 16, 3, 0]","[1, 20, 28, 3, 0]",Ruvuma,Songea MC
11669,LIWUMBU,PS1604028,19.0,155.1053,C,"[0, 2, 9, 0, 0]","[0, 1, 6, 1, 0]","[0, 3, 15, 1, 0]",Ruvuma,Songea MC
11670,LONDONI,PS1604051,125.0,148.792,C,"[0, 11, 46, 8, 0]","[0, 8, 38, 13, 1]","[0, 19, 84, 21, 1]",Ruvuma,Songea MC
11671,LUHIRA,PS1604007,157.0,152.1274,C,"[0, 22, 54, 15, 0]","[0, 12, 38, 16, 0]","[0, 34, 92, 31, 0]",Ruvuma,Songea MC
11672,LUHIRAKATI,PS1604034,30.0,143.9333,C,"[0, 1, 11, 3, 0]","[0, 2, 10, 3, 0]","[0, 3, 21, 6, 0]",Ruvuma,Songea MC
11673,LUHIRASEKO,PS1604008,108.0,144.5648,C,"[0, 8, 35, 8, 0]","[0, 3, 42, 10, 2]","[0, 11, 77, 18, 2]",Ruvuma,Songea MC
11674,LUPAPILA,PS1604009,49.0,152.0204,C,"[0, 8, 17, 4, 0]","[0, 2, 11, 7, 0]","[0, 10, 28, 11, 0]",Ruvuma,Songea MC
11675,LUWAWASI,PS1604080,40.0,129.15,C,"[0, 4, 13, 2, 0]","[0, 0, 4, 17, 0]","[0, 4, 17, 19, 0]",Ruvuma,Songea MC
11676,MADIZINI,PS1604059,182.0,146.7473,C,"[0, 10, 59, 16, 0]","[1, 12, 62, 22, 0]","[1, 22, 121, 38, 0]",Ruvuma,Songea MC
11677,MAHENGE,PS1604010,70.0,145.2429,C,"[0, 4, 30, 3, 0]","[0, 5, 19, 9, 0]","[0, 9, 49, 12, 0]",Ruvuma,Songea MC
11678,MAHILO,PS1604011,26.0,155.4615,C,"[0, 1, 5, 3, 0]","[0, 8, 7, 2, 0]","[0, 9, 12, 5, 0]",Ruvuma,Songea MC
11679,MAJENGO,PS1604037,76.0,170.7632,C,"[0, 17, 18, 1, 0]","[0, 15, 22, 3, 0]","[0, 32, 40, 4, 0]",Ruvuma,Songea MC
11680,MAJIMAJI,PS1604012,92.0,168.7174,C,"[0, 6, 29, 1, 0]","[0, 25, 30, 1, 0]","[0, 31, 59, 2, 0]",Ruvuma,Songea MC
11681,MAKAMBI,PS1604029,89.0,156.9101,C,"[0, 5, 26, 1, 0]","[1, 10, 37, 9, 0]","[1, 15, 63, 10, 0]",Ruvuma,Songea MC
11682,MAKEMBA,PS1604075,23.0,124.0435,C,"[0, 1, 8, 3, 0]","[0, 0, 4, 7, 0]","[0, 1, 12, 10, 0]",Ruvuma,Songea MC
11683,MAKING'INDA,PS1604079,86.0,151.0233,C,"[0, 3, 34, 8, 0]","[0, 8, 28, 5, 0]","[0, 11, 62, 13, 0]",Ruvuma,Songea MC
