school_id,school_name,num_sitters,average_300,grade,region_name,council_name,num_sitters_girls,num_sitters_boys,ratio_sitters_girls_boys,pct_passed,approx_marks_SD_300,WARD,SCHOOL OWNERSHIP,SCHOOL REG. NUMBER,LATITUDE,LONGITUDE,TOTAL BOYS,TOTAL GIRLS,PTR,PQTR,TOTAL STUDENTS,RATIO GIRLS-BOYS,PBR_average,CG,CG_per_student,approx_ages_SD,approx_ages_mean,ages_median
PS0202097,AFRICAN,17,212.6471,B,Dar es Salaam,Dar es Salaam CC,13,4,3.25,1.0,35.57110063931171,Segerea,Non-Government,EM.13526,-6.8366972,34.1513889,104,150,17,17,254,1.4423076923076923,2.2073643410852712,,,2.156848002059164,8.960629921259843,9.0
PS0202100,AGNES MICHAEL,31,268.5484,A,Dar es Salaam,Dar es Salaam CC,17,14,1.2142857142857142,1.0,17.665090178942673,Kisukulu,Non-Government,EM.14328,-6.8146125,39.1792365,161,141,25,30,302,0.8757763975155279,1.0549089555761304,,,2.2037661485487936,8.774834437086092,8.0
PS0202111,AL-FAROUQ,55,250.6727,A,Dar es Salaam,Dar es Salaam CC,20,35,0.5714285714285714,1.0,31.998127527861005,Tabata,Non-Government,EM.15413,-6.8298227,39.2230564,266,188,21,21,454,0.706766917293233,1.0,,,2.0771625833149714,9.759911894273127,10.0
PS0202068,AL-FURQAAN,66,165.2121,C,Dar es Salaam,Dar es Salaam CC,42,24,1.75,0.8939393939393939,37.746435440048536,Ilala,Non-Government,EM.10034,-6.8294409,39.2641702,141,196,24,24,337,1.3900709219858156,1.8716957966199628,,,2.419065644754252,9.47774480712166,10.0
PS0202099,AL-HILAL,27,174.0,C,Dar es Salaam,Dar es Salaam CC,9,18,0.5,0.925925925925926,37.44955454745048,Mchafukoge,Non-Government,EM.9138,-6.8191734,39.2816624,116,94,12,12,210,0.8103448275862069,1.1054362872550434,,,2.220605420909836,10.128571428571428,10.5
PS0202041,AL-MADRASA-TUS-ASAIFIYA-TUL,27,201.9259,B,Dar es Salaam,Dar es Salaam CC,10,17,0.5882352941176471,1.0,22.636012465906024,Upanga Magharibi,Non-Government,EM.9056,-6.807195,39.279964,133,145,15,15,278,1.0902255639097744,1.0,,,2.0030028954916315,9.62230215827338,9.0
PS0202051,AL-MUNTAZIRBOYS,156,193.7179,B,Dar es Salaam,Dar es Salaam CC,0,156,,0.9423076923076924,44.19945830040392,Kivukoni,Non-Government,EM.9337,-6.48,39.17,158,0,2,3,158,,2.2253521126760565,,,0.6298978891416235,12.044303797468354,12.0
PS0202067,ALMUNTAZIRGIRLS,168,186.8036,B,Dar es Salaam,Dar es Salaam CC,168,0,,0.9226190476190476,44.95534078907664,Upanga Magharibi,Non-Government,EM.11113,-6.7953461,39.2789388,0,174,10,10,174,,0.87,,,0.4693330203040068,12.327586206896552,12.0
PS0202090,ANDREWS,9,246.4444,A,Dar es Salaam,Dar es Salaam CC,6,3,2.0,1.0,28.166420117264146,Kimanga,Non-Government,EM.13048,-6.8257066,39.1934666,83,78,16,16,161,0.9397590361445785,1.865245478036176,,,2.384446081993733,7.633540372670807,7.0
PS0202116,BARIADI,32,260.375,A,Dar es Salaam,Dar es Salaam CC,9,23,0.391304347826087,1.0,17.41596557568927,Segerea,Non-Government,EM.15414,-6.792354,39.208328,158,124,20,20,282,0.7848101265822784,1.2362093981621949,,,2.031354743133281,9.0354609929078,9.0
PS0202029,CHRISTTHEKING,65,250.7385,A,Dar es Salaam,Dar es Salaam CC,38,27,1.4074074074074074,1.0,28.835142513727625,Tabata,Non-Government,EM.13527,-6.8344211,39.2172113,282,296,22,22,578,1.049645390070922,0.9214736221632774,,,2.1806529259245067,8.782006920415226,9.0
PS0202046,DIAMOND,435,225.2368,B,Dar es Salaam,Dar es Salaam CC,230,205,1.1219512195121952,0.9977011494252872,36.72975373930919,Upanga Mashariki,Government,EM.11115,-6.8085125,39.2802125,2041,2007,55,56,4048,0.9833414992650662,1.0,,,2.164198052960698,9.256422924901186,9.0
PS0202108,FOUNTAIN GATE ACADEMY,136,258.6176,A,Dar es Salaam,Dar es Salaam CC,58,78,0.7435897435897436,1.0,23.833846188341937,Liwiti,Non-Government,EM.13898,-6.776012,39.178326,589,495,22,22,1084,0.8404074702886248,1.0,,,2.026252820917053,8.846863468634686,9.0
PS0202106,GENIUS KINGS',91,247.9231,A,Dar es Salaam,Dar es Salaam CC,46,45,1.022222222222222,1.0,29.226018472899927,Segerea,Non-Government,EM.14329,-6.840885,39.19353,316,306,20,20,622,0.9683544303797468,0.8760909090909091,,,2.1257253938545446,9.411575562700964,10.0
PS0202129,GOF,15,226.5333,B,Dar es Salaam,Dar es Salaam CC,9,6,1.5,1.0,28.16642011726415,Gongolamboto,Non-Government,EM.17012,-6.869877,39.1608317,48,55,5,6,103,1.1458333333333333,2.94155592469546,,,2.0333258904175877,8.96116504854369,9.0
PS0202103,HAVARD,156,249.5192,A,Dar es Salaam,Dar es Salaam CC,69,87,0.7931034482758621,1.0,27.733407955216872,Segerea,Non-Government,EM.14769,-6.8376166,39.2044483,618,579,24,24,1197,0.9368932038834952,0.9735879741588525,,,2.2158547854334927,8.856307435254804,9.0
PS0202096,HERITAGE,96,269.2813,A,Dar es Salaam,Dar es Salaam CC,47,49,0.9591836734693876,1.0,18.646353977542525,Kipawa,Non-Government,EM.14993,-6.8724741,39.1861092,325,346,17,17,671,1.0646153846153843,0.905130298596654,,,2.086519053147315,9.472429210134129,10.0
PS0202130,HIGHLIGHT,31,219.9677,B,Dar es Salaam,Dar es Salaam CC,18,13,1.3846153846153846,1.0,26.72808651476748,Gongolamboto,Non-Government,EM.17430,-6.5150192,39.0918,143,171,39,39,314,1.1958041958041958,1.2034874881216346,,,2.0118442138134838,8.98407643312102,8.0
PS0202094,HIGHMOUNT,172,218.2674,B,Dar es Salaam,Dar es Salaam CC,90,82,1.0975609756097562,0.9825581395348836,42.66627995212792,Gongolamboto,Non-Government,EM.13528,-6.8876917,39.1379716,594,591,21,25,1185,0.9949494949494948,2.9789498955659317,,,2.1654715498978527,9.234599156118144,9.0
PS0202102,ILALA ISLAMIC,102,195.0098,B,Dar es Salaam,Dar es Salaam CC,56,46,1.2173913043478262,1.0,34.98576021978769,Ilala,Non-Government,EM.14994,-6.8333689,39.2584916,460,458,23,42,918,0.9956521739130436,1.3857559494768796,,,2.0118964610076304,9.9640522875817,10.0
PS0202125,KIGOLU,28,197.2143,B,Dar es Salaam,Dar es Salaam CC,12,16,0.75,1.0,37.06283769677863,Ukonga,Non-Government,EM.17014,-6.8675765,39.169721,89,83,25,43,172,0.9325842696629212,1.2307003891821011,,,1.85176015837732,8.034883720930232,8.0
PS0202137,KING DAVID (2019),4,149.75,C,Dar es Salaam,Dar es Salaam CC,2,2,1.0,1.0,0.0,Ukonga,Non-Government,EM.18018,-5.861051,38.1696166,21,24,5,5,45,1.1428571428571428,0.9892857142857144,,,1.6996731711975952,8.333333333333334,8.0
PS0202110,KINGDOM HERITAGE,36,252.4722,A,Dar es Salaam,Dar es Salaam CC,14,22,0.6363636363636364,1.0,30.265226597073777,Kipawa,Non-Government,EM.14995,-6.8683784,39.1945106,140,108,19,19,248,0.7714285714285715,1.0,,,2.362252883089118,9.77016129032258,10.0
PS0202117,KIPAWA LIBERMANN,28,253.0714,A,Dar es Salaam,Dar es Salaam CC,19,9,2.111111111111111,1.0,26.99229859929438,Kipawa,Non-Government,EM.15221,-6.858068,39.202463,113,130,14,14,243,1.1504424778761062,1.7054191603104647,,,2.309518403508229,9.362139917695472,9.0
PS0202107,LOVENESS JUNIOR,20,211.3,B,Dar es Salaam,Dar es Salaam CC,5,15,0.3333333333333333,1.0,41.9036170873112,Kipawa,Non-Government,EM.15222,-6.8537184,39.2136772,79,80,14,23,159,1.0126582278481011,1.0,,,2.368005962166844,9.09433962264151,9.0
PS0202123,LUSASARO,42,268.0,A,Dar es Salaam,Dar es Salaam CC,18,24,0.75,1.0,15.387977764926667,Kisukulu,Non-Government,EM.16703,-6.48471029,39.1049214,232,206,29,31,438,0.8879310344827587,1.3406976744186043,,,2.144801888824029,8.602739726027398,8.0
PS0202077,MARKAZISLAMIC,46,256.3696,A,Dar es Salaam,Dar es Salaam CC,26,20,1.3,1.0,20.12267434225157,Ukonga,Non-Government,EM.10908,-6.8884081,39.1594196,212,181,19,19,393,0.8537735849056604,2.21624584717608,,,2.3687859172098107,9.78117048346056,10.0
PS0202115,MEMON,58,188.6897,B,Dar es Salaam,Dar es Salaam CC,28,30,0.9333333333333332,0.9310344827586208,41.40520135582352,Upanga Magharibi,Non-Government,EM.16704,-6.8019437,39.2759181,291,291,16,17,582,1.0,1.0,,,2.0915135042456496,9.402061855670103,9.0
PS0202139,MIKONGENI,167,233.8024,B,Dar es Salaam,Dar es Salaam CC,91,76,1.1973684210526316,0.994011976047904,41.39474036977108,Gongolamboto,Government,EM.14992,-6.8829,39.14412,817,835,28,28,1652,1.02203182374541,1.1881638540406578,,,2.0343892632106373,9.591404358353511,10.0
PS0202122,MONTESSORI MSIMBAZI,53,257.0755,A,Dar es Salaam,Dar es Salaam CC,25,28,0.8928571428571429,1.0,24.231652250891123,Ilala,Non-Government,EM.15947,-6.4923736,39.1525146,249,253,30,30,502,1.0160642570281124,2.404864427301698,,,1.9653915851834192,9.330677290836654,9.0
PS0202101,MOUNT ZION,23,200.6957,B,Dar es Salaam,Dar es Salaam CC,13,10,1.3,0.9565217391304348,38.12184785072564,Kisukulu,Non-Government,EM.14330,-6.8165874,39.18671115,89,84,17,19,173,0.9438202247191012,0.9624700459110828,,,1.8673293875832668,8.491329479768787,8.0
PS0202131,NEW GENERATION,19,231.6842,B,Dar es Salaam,Dar es Salaam CC,10,9,1.1111111111111112,1.0,29.833593188693783,Segerea,Non-Government,EM.17446,-6.8353712,39.2024883,131,165,23,23,296,1.2595419847328244,1.6122093023255817,,,2.083753001315033,8.199324324324325,8.0
PS0202092,PATMO JUNIOR,46,221.2826,B,Dar es Salaam,Dar es Salaam CC,21,25,0.84,1.0,39.82108386851289,Segerea,Non-Government,EM.10910,-6.8371283,39.1986966,140,150,21,21,290,1.0714285714285714,1.2983204134366924,,,2.084082703118181,10.20689655172414,10.0
PS0202071,QIBLATAIN,24,232.0417,B,Dar es Salaam,Dar es Salaam CC,12,12,1.0,1.0,32.19752405939866,Kariakoo,Non-Government,EM.11127,-6.483875,39.16359,110,98,9,9,208,0.8909090909090909,0.8102990033222591,,,2.171970446691616,10.615384615384617,11.0
PS0202098,QUEEN'S,9,234.2222,B,Dar es Salaam,Dar es Salaam CC,7,2,3.5,1.0,40.98797249058422,Kipawa,Non-Government,EM.14331,-6.8603311,39.1827222,32,63,11,11,95,1.96875,1.0,,,2.461132770745101,9.442105263157895,9.0
PS0202095,REMINANT,20,239.6,B,Dar es Salaam,Dar es Salaam CC,5,15,0.3333333333333333,1.0,35.252881087933794,Tabata,Non-Government,EM.11128,-6.8281112,39.2292697,93,109,14,14,202,1.1720430107526882,2.152713178294574,,,2.7967493068952494,9.549504950495049,10.0
PS0202126,RUGWA,25,187.12,B,Dar es Salaam,Dar es Salaam CC,14,11,1.2727272727272727,1.0,31.815505653690312,Gongolamboto,Non-Government,EM.17024,-6.87777917,36.01376717,68,81,17,17,149,1.1911764705882353,2.744648962148962,,,2.4107696444945272,9.798657718120806,10.0
PS0202109,SABISA,43,277.5349,A,Dar es Salaam,Dar es Salaam CC,24,19,1.263157894736842,1.0,0.0,Kisukulu,Non-Government,EM.14332,-6.837965,39.1784416,220,209,43,43,429,0.95,1.0,,,2.2405164674451874,8.032634032634032,7.0
PS0202124,ST JOSEPH BENEDICT COTTOLENGO,30,229.5333,B,Dar es Salaam,Dar es Salaam CC,20,10,2.0,1.0,34.302777665308035,Vingunguti,Non-Government,EM.16708,-6.8472416,39.2209666,198,202,27,27,400,1.02020202020202,1.9784481179830016,,,2.050352103908009,9.4675,9.0
PS0202114,ST SCHOLASTICA,64,279.9219,A,Dar es Salaam,Dar es Salaam CC,26,38,0.6842105263157895,1.0,0.0,Kipawa,Non-Government,EM.15224,-6.8889368,39.1896256,345,299,29,32,644,0.8666666666666667,2.770653377630122,,,2.274362932043453,8.897515527950311,9.0
PS0202080,ST THERESE OF LISIEUX,76,261.4474,A,Dar es Salaam,Dar es Salaam CC,32,44,0.7272727272727273,1.0,23.86134305596,Ukonga,Non-Government,EM.10731,-6.877327,39.176636,265,265,20,20,530,1.0,1.0,,,2.067342570639608,9.20754716981132,9.0
PS0202072,ST. AUGUSTINE'S,93,217.2151,B,Dar es Salaam,Dar es Salaam CC,48,45,1.0666666666666669,1.0,37.17894728587265,Buguruni,Non-Government,EM.11614,-6.8285277,39.500971,302,343,22,22,645,1.1357615894039734,2.963455149501661,,,1.8397032756777685,9.147286821705428,9.0
PS0202079,ST. JOSEPH'S MILLENIUM,43,275.7674,A,Dar es Salaam,Dar es Salaam CC,22,21,1.0476190476190477,1.0,12.582773534970014,Kivukoni,Non-Government,EM.11129,-6.818532,39.2880053,158,175,26,26,333,1.1075949367088609,1.0,,,2.1516637013508264,9.063063063063064,9.0
PS0202044,ST-MARY'S-INT-,77,255.0909,A,Dar es Salaam,Dar es Salaam CC,39,38,1.0263157894736843,1.0,26.992298599294376,Tabata,Non-Government,EM.10277,-6.826862,39.2204838,271,272,18,18,543,1.003690036900369,0.912448843504893,,,2.253467983331648,9.589318600368324,10.0
PS0202113,STMAXIMILIAN,131,248.5649,A,Dar es Salaam,Dar es Salaam CC,68,63,1.0793650793650793,1.0,28.30755329018415,Segerea,Non-Government,EM.14591,-6.846347,39.1787513,484,522,18,18,1006,1.078512396694215,1.0,,,2.0875063899962747,9.45924453280318,9.0
PS0202127,TIGOHANE,47,261.1702,A,Dar es Salaam,Dar es Salaam CC,29,18,1.6111111111111112,1.0,21.27252620655788,Kisukulu,Non-Government,EM.17026,-6.8155853,39.1112555,257,277,33,33,534,1.0778210116731517,3.309424141749722,,,2.163657315973305,9.249063670411983,9.0
PS0202083,TUSIIME,221,262.3756,A,Dar es Salaam,Dar es Salaam CC,118,103,1.145631067961165,1.0,22.06392387955501,Segerea,Non-Government,EM.10419,-6.8425283,39.2000466,702,713,11,11,1415,1.0156695156695157,1.1716630035253204,,,2.361640997299835,9.464310954063604,10.0
PS0202033,UHURU-WASICHANA,97,232.9588,B,Dar es Salaam,Dar es Salaam CC,97,0,,1.0,32.485796294511715,Gerezani,Government,EM.145,-6.82347443,39.279765,0,748,26,26,748,,1.889604473666096,4380282,5856,2.0849353749563293,9.568181818181818,10.0
PS0205001,ALGEBRA ISLAMIC,120,245.3417,A,Dar es Salaam,Kigamboni MC,59,61,0.9672131147540984,1.0,29.375679661167933,Kibada,Non-Government,EM.15955,-6.87642,39.344549,532,515,34,34,1047,0.9680451127819548,1.0,,,2.3888578249704366,9.15186246418338,9.0
PS0205002,AMKA,25,264.56,A,Dar es Salaam,Kigamboni MC,10,15,0.6666666666666666,1.0,19.416451787079943,Mjimwema,Non-Government,EM.15225,-6.82679,39.311131,112,106,15,16,218,0.9464285714285714,2.4537087703298366,,,2.2071609893769697,9.0,9.0
PS0205003,BETHANIA,47,221.8085,B,Dar es Salaam,Kigamboni MC,20,27,0.7407407407407407,1.0,31.792291104184937,Vijibweni,Non-Government,EM.14999,-6.8712533,39.3292975,195,173,31,31,368,0.8871794871794871,1.0512231480553365,,,2.4121620011617733,9.08695652173913,9.0
PS0205027,BRAINSTORM,46,231.3478,B,Dar es Salaam,Kigamboni MC,22,24,0.9166666666666666,1.0,32.147850875700485,Somangila,Non-Government,EM.17609,-5.9,32.9,252,308,28,28,560,1.2222222222222223,1.0,,,1.945219152440261,8.542857142857143,8.0
PS0205006,CAPACITY BUILDING,45,238.7556,B,Dar es Salaam,Kigamboni MC,24,21,1.1428571428571428,1.0,34.651931519392846,Vijibweni,Non-Government,EM.15956,-6.8539751,39.339986,222,194,21,28,416,0.8738738738738738,1.667787174066244,,,2.3551951812357244,9.158653846153848,9.0
PS0205010,DAARUL-ARQAM,41,250.6098,A,Dar es Salaam,Kigamboni MC,22,19,1.1578947368421053,1.0,27.803837699835366,Somangila,Non-Government,EM.14592,-6.9470187,39.4705503,167,178,16,16,345,1.065868263473054,1.0,,,2.207135513502341,9.431884057971017,10.0
PS0205009,EXCEL,43,289.2326,A,Dar es Salaam,Kigamboni MC,21,22,0.9545454545454546,1.0,0.0,Somangila,Non-Government,EM.17448,-6.875979,39.40495,276,317,31,31,593,1.1485507246376812,0.8770952303510445,,,1.9974418374146423,9.136593591905564,9.0
PS0205012,FRAY LUIS AMIGO,81,242.5556,A,Dar es Salaam,Kigamboni MC,46,35,1.3142857142857145,1.0,32.45786548049746,Tungi,Non-Government,EM.12414,-6.8365365,39.324775,419,398,33,36,817,0.9498806682577564,5.668604651162791,,,2.2225249115481573,9.145654834761322,9.0
PS0205011,GOLDLAND,34,253.7647,A,Dar es Salaam,Kigamboni MC,16,18,0.8888888888888888,1.0,24.15960862708336,Mjimwema,Non-Government,EM.17367,-6.8696342,39.3405451,170,151,19,20,321,0.888235294117647,1.0192121142050794,,,2.350574122913524,9.317757009345794,9.0
PS0205015,GRACE,49,259.0408,A,Dar es Salaam,Kigamboni MC,31,18,1.7222222222222223,1.0,24.08097867496647,Mjimwema,Non-Government,EM.17031,-6.8684142,39.345958,214,241,20,25,455,1.1261682242990654,2.140419765872642,,,2.2349541214820974,8.975824175824176,9.0
PS0205054,GREENLAND,10,237.9,B,Dar es Salaam,Kigamboni MC,4,6,0.6666666666666666,1.0,29.271402426258977,Kisarawe II,Non-Government,EM.17821,-6.95983,39.36138,48,55,10,10,103,1.1458333333333333,1.0199673787225088,,,2.135127831052392,9.54368932038835,9.0
PS0205008,HANNAH BENNIE,24,293.9583,A,Dar es Salaam,Kigamboni MC,10,14,0.7142857142857143,1.0,0.0,Mjimwema,Non-Government,EM.17389,-6.8666557,39.3657867,214,230,21,21,444,1.074766355140187,1.0063357185450208,,,2.276173639995944,8.461711711711711,9.0
PS0205050,HOLLINESS,13,233.3846,B,Dar es Salaam,Kigamboni MC,5,8,0.625,1.0,29.06862926077856,Vijibweni,Non-Government,EM.17533,-6.8508017,39.3160329,99,100,25,25,199,1.0101010101010102,3.151303735024665,,,1.9361151059511763,8.798994974874372,9.0
PS0205017,KIGAMBONI ISLAMIC,21,254.381,A,Dar es Salaam,Kigamboni MC,14,7,2.0,1.0,17.539225556066494,Kigamboni,Non-Government,EM.17549,-6.827202,39.306399,123,144,24,24,267,1.170731707317073,1.4272302546753406,,,1.9628541372438864,9.03370786516854,9.0
PS0205028,MAHENGE,9,193.1111,B,Dar es Salaam,Kigamboni MC,3,6,0.5,1.0,33.939033938687146,Tungi,Non-Government,EM.13532,-6.836198,39.321264,31,33,11,11,64,1.064516129032258,1.1936507936507936,,,2.356631268887859,8.90625,8.0
PS0205036,MALAIKA,20,230.1,B,Dar es Salaam,Kigamboni MC,10,10,1.0,1.0,37.24431793911656,Tungi,Non-Government,EM.17589,-6.8310733,39.3417366,146,128,15,15,274,0.8767123287671232,0.785494931425164,,,2.035515029244424,8.13138686131387,8.0
PS0205031,MEKA,56,234.8929,B,Dar es Salaam,Kigamboni MC,33,23,1.434782608695652,1.0,33.06368235752849,Somangila,Non-Government,EM.15958,-6.82679,39.311131,211,259,28,43,470,1.2274881516587677,1.0,,,2.2082041766627225,9.202127659574469,9.0
PS0205042,SANTA LUKAS,18,235.3889,B,Dar es Salaam,Kigamboni MC,6,12,0.5,1.0,39.88892757658291,Somangila,Non-Government,EM.17707,-6.9687216,39.4526055,93,96,19,47,189,1.032258064516129,1.0,,,2.167168898642968,9.328042328042327,9.0
PS0205052,ST JOSEPH THE WORKER,74,265.2973,A,Dar es Salaam,Kigamboni MC,37,37,1.0,1.0,19.52918515381777,Kibada,Non-Government,EM.16712,-6.897816,39.340565,333,325,37,41,658,0.975975975975976,1.0,,,2.071633165418613,9.361702127659576,9.0
PS0203141,ABEL MEMORIAL,17,232.4706,B,Dar es Salaam,Kinondoni MC,10,7,1.4285714285714286,1.0,41.34856892625348,Bunju,Non-Government,EM.17401,-6.6900786,39.0919096,81,76,14,14,157,0.9382716049382716,0.8083532733697042,,,1.8109569552914884,9.452229299363058,10.0
PS0203101,AL - IRSHAAD,9,234.4444,B,Dar es Salaam,Kinondoni MC,4,5,0.8,1.0,40.98347303155743,Msasani,Non-Government,EM.11623,-6.7459271,39.275527,37,39,6,6,76,1.054054054054054,0.9360763267740012,,,2.135757762209133,8.93421052631579,9.0
PS0203015,ALI HASSAN MWINYI ELITE,46,289.587,A,Dar es Salaam,Kinondoni MC,16,30,0.5333333333333333,1.0,0.0,Kawe,Non-Government,EM.13533,-6.8583333,39.3194444,233,200,29,29,433,0.8583690987124464,1.0,,,1.9971337781619023,9.609699769053115,10.0
PS0203111,ANSWAAR,41,286.2195,A,Dar es Salaam,Kinondoni MC,20,21,0.9523809523809524,1.0,0.0,Mwananyamala,Non-Government,EM.10734,-6.81098,39.280642,207,204,27,27,411,0.9855072463768116,1.0039705048213272,,,1.8540944226099445,9.316301703163017,9.0
PS0203126,ATLAS MADALE,286,223.035,B,Dar es Salaam,Kinondoni MC,155,131,1.183206106870229,0.9755244755244756,47.1033566730618,Wazo,Non-Government,EM.17032,-6.7074125,39.138833,678,748,24,26,1426,1.103244837758112,1.0,,,2.2078120889299475,9.832398316970547,10.0
PS0203045,BAHARI,77,242.4545,A,Dar es Salaam,Kinondoni MC,37,40,0.925,0.987012987012987,36.12640905584208,Kunduchi,Non-Government,EM.10912,-6.6623061,39.2045267,283,256,26,30,539,0.9045936395759716,1.0244990499166864,,,2.151600919303794,9.419294990723564,9.0
PS0203016,BAJEVIRO,38,203.1053,B,Dar es Salaam,Kinondoni MC,15,23,0.6521739130434783,1.0,39.27909934595449,Kawe,Non-Government,EM.15001,-6.8227,39.291,205,238,37,37,443,1.1609756097560977,1.1020928916439636,,,2.1302941253856327,9.724604966139957,9.0
PS0203046,BRIGHT HOPE,31,236.4194,B,Dar es Salaam,Kinondoni MC,12,19,0.631578947368421,0.967741935483871,42.38683900348782,Kunduchi,Non-Government,EM.13534,-6.6632599,39.2081609,88,79,14,14,167,0.8977272727272727,1.6320759261935736,,,2.5614328029895805,8.479041916167665,8.0
PS0203128,C.W KISARO,28,218.1786,B,Dar es Salaam,Kinondoni MC,11,17,0.6470588235294118,1.0,29.221558374803365,Wazo,Non-Government,EM.17034,-6.6829245,39.144952,141,127,30,30,268,0.900709219858156,1.27181059202632,,,2.585417038954299,9.384328358208956,9.0
PS0203047,CANOSSA,96,261.0,A,Dar es Salaam,Kinondoni MC,53,43,1.2325581395348837,1.0,23.35836582732756,Kunduchi,Non-Government,EM.12416,-6.6561733,39.1835783,308,377,16,16,685,1.224025974025974,1.0,,,2.167915161110389,9.854014598540148,10.0
PS0203073,CITY,18,207.9444,B,Dar es Salaam,Kinondoni MC,9,9,1.0,0.9444444444444444,42.23292307746016,Makongo,Non-Government,EM.11624,-6.549817,39.123884,61,66,14,14,127,1.0819672131147542,1.706543249652005,,,1.820822514906179,9.645669291338583,9.0
PS0203004,DAYSTAR,66,242.697,A,Dar es Salaam,Kinondoni MC,35,31,1.1290322580645162,1.0,34.9042605773403,Bunju,Non-Government,EM.14595,-6.6349888,39.1634988,196,176,19,19,372,0.8979591836734694,1.0,,,2.2349867172052598,9.685483870967742,9.5
PS0203062,DEBUGENE,21,237.7619,B,Dar es Salaam,Kinondoni MC,10,11,0.9090909090909092,1.0,35.109377199644804,Mabwepande,Non-Government,EM.13899,-6.810984,39.280642,97,127,20,20,224,1.309278350515464,0.9958129841816508,,,1.9461367327086652,9.272321428571429,9.0
PS0203030,DEEP SEA,50,275.12,A,Dar es Salaam,Kinondoni MC,22,28,0.7857142857142857,1.0,11.708560970503592,Kigogo,Non-Government,EM.15960,-6.810984,39.280642,262,257,25,25,519,0.9809160305343512,0.9185702080105416,,,1.9021196166421463,8.732177263969172,8.0
PS0203103,DRIVE IN,31,233.4516,B,Dar es Salaam,Kinondoni MC,14,17,0.8235294117647058,1.0,28.58824900670747,Msasani,Non-Government,EM.13535,-6.772795,39.266496,117,86,23,23,203,0.7350427350427351,1.0,,,1.9818267246755847,8.793103448275861,9.0
PS0203094,EAST AFRICA,36,209.75,B,Dar es Salaam,Kinondoni MC,14,22,0.6363636363636364,0.9722222222222222,50.89217905424063,Mikocheni,Non-Government,EM.13900,-6.752462,39.239342,136,106,15,15,242,0.7794117647058824,1.0,,,2.404394157140605,8.87190082644628,9.0
PS0203048,EDUCATION PLUS,53,244.9811,A,Dar es Salaam,Kinondoni MC,24,29,0.8275862068965517,1.0,35.93535788885667,Kunduchi,Non-Government,EM.13536,-6.645746,39.176311,215,180,26,26,395,0.8372093023255814,1.0289242754423562,,,2.476293626244203,10.240506329113924,12.0
PS0203144,ELESIA CHRISTABEL,23,221.1304,B,Dar es Salaam,Kinondoni MC,16,7,2.2857142857142856,1.0,36.6149528629616,Wazo,Non-Government,EM.17454,-6.7076566,39.1449116,72,104,18,18,176,1.4444444444444444,1.3383271598438462,,,2.187898428886489,9.755681818181818,11.0
PS0203150,ERASTUS,9,218.3333,B,Dar es Salaam,Kinondoni MC,3,6,0.5,1.0,33.90634796168359,Mabwepande,Non-Government,EM.17801,-6.608028,39.093295,87,75,15,15,162,0.8620689655172413,0.9151223725275132,,,1.8133865211812812,8.395061728395062,8.0
PS0203005,FAITH,19,177.4737,C,Dar es Salaam,Kinondoni MC,9,10,0.9,1.0,29.95841993843728,Bunju,Non-Government,EM.17035,-6.6163108,39.114986,64,44,7,9,108,0.6875,2.8967331118493904,,,2.75994274408316,9.77777777777778,9.5
PS0203017,FEZA,108,255.6481,A,Dar es Salaam,Kinondoni MC,54,54,1.0,1.0,25.41071101291931,Kawe,Non-Government,EM.10913,-6.766092,39.255588,495,498,13,13,993,1.006060606060606,0.9066077817531304,,,2.0477604962174456,8.685800604229607,9.0
PS0203063,GODEN,8,237.25,B,Dar es Salaam,Kinondoni MC,5,3,1.6666666666666667,1.0,29.875,Mabwepande,Non-Government,EM.14770,-6.926967,39.157046,67,61,12,12,128,0.9104477611940298,1.0,,,1.8915771104672812,8.5078125,9.0
PS0203032,GONZAGA,56,253.6607,A,Dar es Salaam,Kinondoni MC,25,31,0.8064516129032258,1.0,25.22642955170818,Kigogo,Non-Government,EM.13052,-6.819709,39.235109,243,189,19,19,432,0.7777777777777778,1.7132930815911984,,,2.011241075450739,9.53472222222222,10.0
PS0203104,GOOD SAMARITAN,39,204.8974,B,Dar es Salaam,Kinondoni MC,22,17,1.2941176470588236,0.9743589743589745,46.881150703195765,Msasani,Non-Government,EM.10037,-6.756009,39.279065,164,142,13,13,306,0.8658536585365854,1.007840028188865,,,2.156555731764048,9.248366013071896,9.0
PS0203006,GOSHENI,15,235.2667,B,Dar es Salaam,Kinondoni MC,12,3,4.0,1.0,36.98127904764788,Bunju,Non-Government,EM.13901,-6.4633194,39.9017755,62,78,13,13,140,1.2580645161290325,1.1099728468994772,,,2.043706117297091,8.457142857142857,8.5
PS0203070,HAZINA,42,262.5476,A,Dar es Salaam,Kinondoni MC,23,19,1.2105263157894737,1.0,22.267510275935404,Magomeni,Non-Government,EM.13902,-6.800827,39.2604392,100,94,15,15,194,0.94,0.9710511800798368,,,2.120562423766799,9.943298969072163,10.0
PS0203089,HOPE AND JOY,71,237.4648,B,Dar es Salaam,Kinondoni MC,29,42,0.6904761904761905,1.0,33.08665839724605,Mbweni,Non-Government,EM.11135,-6.5811427,39.1271642,330,284,25,25,614,0.8606060606060606,4.55251937984496,,,2.306433326823963,9.281758957654723,9.0
